il_kod,ilce,lat,lon
45,GÖRDES,38.93277780,28.29027780
45,KIRKAĞAÇ,39.10937900,27.66620100
45,KÖPRÜBAŞI,38.74972220,28.40472220
45,KULA,38.54583330,28.64944440
45,MANİSA,38.61909900,27.42892100
45,SALİHLİ,38.48111110,28.13916670
45,SARIGÖL,38.24027780,28.69888890
45,SARUHANLI,38.73416670,27.56583330
45,SELENDİ,38.74444440,28.86777780
45,SOMA,39.18833330,27.60888890
45,TURGUTLU,38.50423800,27.70442000
46,AFŞİN,38.25000000,36.91666670
46,ANDIRIN,37.57634500,36.35251830
46,ÇAĞLIYANCERİT,37.58333330,36.93333330
46,EKİNÖZÜ,38.06170000,37.19280000
46,ELBİSTAN,38.20266000,37.20616900
46,GÖKSUN,38.01666670,36.50000000
46,KAHRAMANMARAŞ,37.58333330,36.93333330
46,NURHAK,37.96666670,37.43333330
46,PAZARCIK,37.48983490,37.29453030
46,TÜRKOĞLU,37.39140000,36.85220000
47,DARGEÇİT,37.54710400,41.71838230
47,DERİK,37.36583330,40.26972220
47,KIZILTEPE,37.19388890,40.58611110
47,MARDİN,37.31223610,40.73511200
47,MAZIDAĞI,37.48333330,40.48333330
47,MİDYAT(ESTEL),37.31223610,40.73511200
47,NUSAYBİN,37.07568760,41.21452070
47,ÖMERLİ,37.40092490,40.95632600
47,SAVUR,37.53785790,40.88967180
47,YEŞİLLİ,37.34261710,40.82494710
48,BODRUM,37.03533900,27.43029000
48,DALAMAN,36.77187000,28.79770100
48,DATÇA,36.72830000,27.68690000
48,FETHİYE,36.65138890,29.12305560
48,KAVAKLIDERE,37.44694440,28.36333330
48,KÖYCEĞİZ,36.97126000,28.68884100
48,MARMARİS,36.86341100,28.27504000
48,MİLAS,37.31277780,27.78194440
48,MUĞLA,37.21527780,28.36361110
48,ORTACA,36.83777780,28.76611110
48,ULA,37.10277780,28.41666670
48,YATAĞAN,37.34055560,28.14027780
49,BULANIK,39.09500000,42.26666670
49,HASKÖY,38.68638890,41.69361110
49,KORKUT,38.74424820,41.78392870
49,MALAZGİRT,39.15005100,42.55410000
49,MUŞ,38.74329260,41.50648230
49,VARTO,39.16944440,41.45416670
50,ACIGÖL,38.55289060,34.50575250
50,AVANOS,38.71973000,34.85525900
50,DERİNKUYU,38.37345100,34.73947900
50,GÜLŞEHİR,38.74303100,34.62608000
50,HACIBEKTAŞ,38.96744470,34.64140280
50,KOZAKLI,39.21655160,34.84861990
50,NEVŞEHİR,38.62442000,34.72396900
50,ÜRGÜP,38.55201790,34.99475100
51,ALTUNHİSAR,38.00000000,34.36666670
51,BOR,37.88333330,34.55000000
51,ÇAMARDI,37.83202890,34.98648610
51,ÇİFTLİK(ÖZYURT),37.96064540,34.85827780
51,NİĞDE,37.96666670,34.68333330
51,ULUKIŞLA,37.54578810,34.48358550
52,AKKUŞ,40.79305560,37.01638890
52,AYBASTI,40.68215510,37.39433320
52,ÇAMAŞ,40.89899100,37.53002900
52,ÇATALPINAR,41.10604960,37.25166610
52,ÇAYBAŞI,41.01857140,37.09759240
52,FATSA,41.03333330,37.50000000
52,GÖLKÖY,40.68750000,37.61777780
52,GÜLYALI,40.96210930,38.05490150
52,GÜRGENTEPE,40.78833330,37.60166670
52,İKİZCE,41.05833330,37.08027780
52,KABADÜZ(KARADÜZ),40.98333330,37.88333330
52,KABATAŞ,40.75000000,37.45000000
52,KORGAN,40.82472220,37.34666670
52,KUMRU,40.87444440,37.26388890
52,MESUDİYE,40.46294000,37.77082100
52,ORDU,40.98333330,37.88333330
52,PERŞEMBE,41.06555560,37.77138890
52,ULUBEY,40.87101560,37.75762390
52,ÜNYE,41.12783100,37.28718900
53,ARDEŞEN,41.18781140,40.97066910
53,ÇAMLIHEMŞİN,41.04648450,41.00486630
53,ÇAYELİ,41.08945100,40.73648800
53,DEREPAZARI,41.02258490,40.42535550
53,FINDIKLI,40.90740570,40.46646020
53,GÜNEYSU,40.97178750,40.61367490
53,HEMŞİN,41.05000000,40.90000000
53,İKİZDERE,40.78186860,40.55334050
53,İYİDERE,41.01194440,40.36194440
53,KALKANDERE,40.92854790,40.44307980
53,PAZAR,41.18004300,40.89140220
53,RİZE,41.02005000,40.52344900
54,ADAPAZARI,40.78885500,30.40595400
54,AKYAZI,40.68333330,30.62527780
54,ARİFİYE,40.71454100,30.36237500
54,ERENLER,40.75687930,30.37813800
54,FERİZLİ,40.93971900,30.48857350
54,GEYVE,40.51929900,30.30188000
54,HENDEK,40.80509900,30.74930000
54,KARAPÜRÇEK,40.64250000,30.53860000
54,KARASU,41.10361110,30.69361110
54,KAYNARCA,41.03466000,30.31016000
54,KOCAALİ,41.05472220,30.85027780
54,PAMUKOVA,40.50527010,30.16759020
54,SAPANCA,40.69054100,30.26344700
54,SERDİVAN,40.75687930,30.37813800
54,SÖĞÜTLÜ,40.90369930,30.46909750
54,TARAKLI,40.39694440,30.49277780
55,ALAÇAM,41.61691850,35.60541660
55,ASARCIK,41.04181530,36.23020400
55,ATAKUM,41.29278200,36.33128000
55,AYVACIK,40.98704100,36.63142000
55,BAFRA,41.56541800,35.89524100
55,CANİK,41.29278200,36.33128000
55,ÇARŞAMBA,41.19895900,36.72689100
55,HAVZA,40.97044000,35.66260100
55,İLKADIM,41.29278200,36.33128000
55,KAVAK,41.07361110,36.04027780
55,LADİK,40.91055560,35.89194440
55,ONDOKUZMAYIS(BALLICA),41.50000000,36.08333300
55,SALIPAZARI,41.08055250,36.82663280
55,TEKKEKÖY,41.21250000,36.45694440
55,TERME,41.20920900,36.97065000
55,VEZİRKÖPRÜ,41.14508100,35.45726000
55,YAKAKENT,41.63310300,35.53226270
56,AYDINLAR,37.95032620,42.01508890
56,BAYKAN,38.16388890,41.78472220
56,ERUH,37.75000000,42.18333330
56,KURTALAN,37.92662000,41.69475730
56,PERVARİ,37.93095050,42.54653580
56,SİİRT,37.94429000,41.93288000
56,ŞİRVAN,38.06333330,42.02750000
57,AYANCIK,41.94704100,34.59177000
57,BOYABAT,41.46666670,34.76666670
57,DİKMEN,41.65404910,35.26499160
57,DURAĞAN,41.42197640,35.05498290
57,ERFELEK,41.87635690,34.90851520
57,GERZE,41.80041100,35.18718000
57,SARAYDÜZÜ,41.32816180,34.84746330
57,SİNOP,42.02642220,35.15507450
57,TÜRKELİ,41.94861110,34.33666670
58,AKINCILAR,40.08030000,38.34720000
58,ALTINYAYLA,39.27200000,36.75200000
58,DİVRİĞİ,39.36586000,38.12725100
58,DOĞANŞAR,40.21666670,37.53333330
58,GEMEREK,39.18520000,36.07503100
58,GÖLOVA,40.06220000,38.60940000
58,GÜRÜN,38.72250000,37.27750000
58,HAFİK,39.85000000,37.38333330
58,İMRANLI,39.87651050,38.11062530
58,KANGAL,39.23333330,37.38333330
58,KOYULHİSAR,40.30000000,37.83333330
58,SİVAS,39.74766200,37.01787900
58,SUŞEHRİ,40.16228100,38.09574900
58,ŞARKIŞLA,39.35094800,36.41759900
58,ULAŞ,39.44382900,37.04050800
58,YILDIZELİ,39.86666670,36.60000000
58,ZARA,39.89500000,37.75310000
59,ÇERKEZKÖY,41.28333330,28.00000000
59,ÇORLU,41.16746100,27.80559900
59,HAYRABOLU,41.21316840,27.10000140
59,MALKARA,40.89333330,26.90416670
59,MARMARAEREĞLİSİ,40.97000000,27.95500000
59,MURATLI,41.17404900,27.50878900
59,SARAY,41.44254190,27.92197100
59,ŞARKÖY,40.61343000,27.11357000
59,TEKİRDAĞ,40.98333330,27.51666670
60,ALMUS,40.37571970,36.90441040
60,ARTOVA,40.11542600,36.30415520
60,BAŞÇİFTLİK,40.55000000,37.16666700
60,ERBAA,40.66666670,36.56666670
60,NİKSAR,40.59054200,36.95360200
60,PAZAR,40.27768770,36.28762190
60,REŞADİYE,40.20760000,35.68542100
60,SULUSARAY,39.99655870,36.08475900
60,TOKAT,40.31666670,36.55000000
60,TURHAL,40.38546000,36.07432200
60,YEŞİLYURT,40.01037940,36.21634070
60,ZİLE,40.30000000,35.88333330
61,AKÇAABAT,41.01666670,39.58333330
61,ARAKLI,40.93916080,40.05503960
61,ARSİN,40.95329230,39.92555500
61,BEŞİKDÜZÜ,41.04944440,39.23527780
61,ÇARŞIBAŞI,41.08333300,39.38333300
61,ÇAYKARA,40.75207520,40.24492130
61,DERNEKPAZARI,40.80193870,40.24480970
61,DÜZKÖY,40.87590720,39.42722060
61,HAYRAT,40.89023220,40.36762170
61,KÖPRÜBAŞI,40.80815260,40.12259390
61,MAÇKA,40.81666670,39.61666670
61,OF,40.94540460,40.26902800
61,SÜRMENE,40.91273860,40.11097830
61,ŞALPAZARI,40.94185710,39.19107150
61,TONYA,40.88540190,39.29242690
61,TRABZON,41.00000000,39.73333330
61,VAKFIKEBİR,41.04749440,39.27980280
61,YOMRA,40.95428100,39.86514060
62,ÇEMİŞGEZEK,39.06361110,38.91333330
62,HOZAT,39.10888890,39.21916670
62,MAZGİRT,39.02166670,39.60583330
62,NAZIMİYE,39.18111110,39.82888890
62,OVACIK,39.35833330,39.21611110
62,PERTEK,38.86694440,39.32611110
62,PÜLÜMÜR,39.48333330,39.90000000
62,TUNCELİ,39.10798680,39.54016720
63,AKÇAKALE,36.71100000,38.94800000
63,BİRECİK,37.02500000,37.97694440
63,BOZOVA,37.36277780,38.52555560
63,CEYLANPINAR,36.85000000,40.05000000
63,HALFETİ,37.25000000,37.86666670
63,HARRAN,36.86523940,39.02417560
63,HİLVAN,37.58861110,38.95555560
63,SİVEREK,37.75201000,39.33206900
63,SURUÇ,36.97465190,38.42451560
63,ŞANLIURFA,37.15000000,38.80000000
63,VİRANŞEHİR,37.23333330,39.76666670
64,BANAZ,38.73333330,29.75000000
64,EŞME,38.40187100,28.96896000
64,KARAHALLI,38.32582100,29.53051000
64,SİVASLI,38.49870100,29.68178450
64,ULUBEY,38.42292940,29.29308750
64,UŞAK,38.68230100,29.40819000
65,BAHÇESARAY,38.12863630,42.80920960
65,BAŞKALE,38.04600000,44.01500000
65,ÇALDIRAN,39.14194440,43.91388890
65,ÇATAK,38.00658180,43.05855050
65,EDREMİT(GÜMÜŞDERE),38.49416670,43.38000000
65,ERCİŞ,39.02653540,43.35333400
65,GEVAŞ,38.29584830,43.10816000
65,GÜRPINAR,38.32878750,43.41431970
65,MURADİYE,38.99472220,43.76805560
65,ÖZALP,38.65800370,43.99199590
65,SARAY,38.65055560,44.17000000
65,VAN,38.49416670,43.38000000
66,AKDAĞMADENİ,39.66583330,35.88361110
66,AYDINCIK,40.12884320,35.28618240
66,BOĞAZLIYAN,39.19416670,35.24722220
66,ÇANDIR,39.24472220,35.51388890
66,ÇAYIRALAN,39.30277780,35.64388890
66,ÇEKEREK,40.07305560,35.49472220
66,KADIŞEHRİ,39.99849280,35.78992020
66,SARAYKENT,39.69361110,35.51111110
66,SARIKAYA,39.49361110,35.37694440
66,SORGUN,39.81280300,35.18165200
66,ŞEFAATLİ,39.50166670,34.75222220
66,YENİFAKILI,39.21144860,34.99750570
66,YERKÖY,39.63805560,34.46722220
66,YOZGAT,39.82000000,34.80444440
67,ALAPLI,41.18333330,31.38333330
67,ÇAYCUMA,41.43333330,32.08333330
67,DEVREK,41.22520100,31.95970900
67,GÖKÇEBEY,41.30793840,32.14158470
67,KARADENİZEREĞLİ,41.28944440,31.41805560
67,ZONGULDAK,41.45640900,31.79873100
68,AĞAÇÖREN,38.87222220,33.91722220
68,AKSARAY,38.36869000,34.03698000
68,ESKİL,38.40166670,33.41305560
68,GÜLAĞAÇ,38.40000000,34.35000000
68,GÜZELYURT,38.28113860,34.30882550
68,ORTAKÖY,38.73611110,34.04027780
68,SARIYAHŞİ,38.98333330,33.85000000
69,AYDINTEPE,40.39083330,40.15055560
69,BAYBURT,40.25516900,40.22488000
69,DEMİRÖZÜ,40.16388890,39.89250000
70,AYRANCI,37.36194440,33.68361110
70,BAŞYAYLA,36.75472220,32.67888890
70,ERMENEK,36.63888890,32.89250000
70,KARAMAN,37.17593000,33.22874800
70,KAZIMKARABEKİR,37.23027780,32.95888890
70,SARIVELİLER,36.70116540,32.61926720
71,BAHŞİLİ,39.70074270,33.37105710
71,BALIŞEYH,39.91666670,33.71666670
71,ÇELEBİ,39.46419360,33.52520680
71,DELİCE,39.94367120,34.03952170
71,KARAKEÇİLİ,39.59443520,33.37947170
71,KESKİN,39.67305560,33.61361110
71,KIRIKKALE,39.84682100,33.51525100
71,SULAKYURT,40.15750000,33.71750000
71,YAHŞİHAN,39.85027780,33.45361110
72,BATMAN,37.88116800,41.13509000
72,BEŞİRİ,37.92000000,41.29000000
72,GERCÜŞ,37.56487010,41.38798220
72,HASANKEYF,37.71416670,41.41305560
72,KOZLUK,38.19444440,41.49111110
72,SASON,38.33333330,41.41666670
73,BEYTÜŞŞEBAP,37.57094500,43.17116660
73,CİZRE,37.32500000,42.19583330
73,GÜÇLÜKONAK,37.47121870,41.91523390
73,İDİL,37.34166670,41.89027780
73,SİLOPİ,37.24825040,42.47233150
73,ŞIRNAK,37.51638890,42.46111110
73,ULUDERE,37.44974430,42.85272690
74,AMASRA,41.74514250,32.38465870
74,BARTIN,41.63444440,32.33750000
74,KURUCAŞİLE,41.84194740,32.71608290
74,ULUS,41.58610000,32.64060000
75,ARDAHAN,41.11048100,42.70217100
75,ÇILDIR,41.13333300,43.13333300
75,DAMAL,41.34072320,42.84118940
75,GÖLE,40.79352790,42.60872120
75,HANAK,41.23333330,42.85000000
75,POSOF,41.51055560,42.72916670
76,ARALIK,39.87200680,44.51813430
76,IĞDIR,39.91666670,44.03333330
76,KARAKOYUNLU,39.97150940,44.17430700
76,TUZLUCA,40.04534100,43.65589100
77,ALTINOVA,40.69750000,29.51138890
77,ARMUTLU,40.51944440,28.82805560
77,ÇINARCIK,40.64061110,29.10707730
77,ÇİFTLİKKÖY,40.66027780,29.32361110
77,TERMAL,40.60527780,29.17444440
77,YALOVA,40.65000000,29.26666670
78,EFLANİ,41.42305560,32.95611110
78,ESKİPAZAR,40.94305560,32.53055560
78,KARABÜK,41.20000000,32.63333330
78,OVACIK,41.07611110,32.92194440
78,SAFRANBOLU,41.25626000,32.69162000
78,YENİCE,41.20000000,32.32916670
79,ELBEYLİ,36.67420000,37.46580000
79,KİLİS,36.71839900,37.12122000
79,MUSABEYLİ,36.88640000,36.91860000
79,POLATELİ,36.84087740,37.14462010
80,BAHÇE,37.20000000,36.58333330
80,DÜZİÇİ,37.25714370,36.46619140
80,HASANBEYLİ,37.13320090,36.55268510
80,KADİRLİ,37.36983330,36.10000000
80,OSMANİYE,37.06805000,36.26158900
80,SUMBAS,37.44318370,36.03224590
80,TOPRAKKALE,37.06701740,36.14639340
81,AKÇAKOCA,41.08593000,31.12004100
81,CUMAYERİ,40.87387070,30.94905680
81,ÇİLİMLİ,40.89689700,31.04701400
81,DÜZCE,40.84384900,31.15654000
81,GÖLYAKA,40.77657860,30.99572700
81,GÜMÜŞOVA,40.85000000,30.93333330
81,KAYNAŞLI,40.77733670,31.30326690
81,YIĞILCA,40.96593900,31.44241900
